p sp 32768 524288
a 65 19714 76
a 65 5463 47
a 65 16521 46
a 65 30211 8
a 65 12646 52
a 65 12422 64
a 65 12810 7
a 65 24324 56
a 65 10256 30
a 65 1101 43
a 65 4761 4
a 65 8330 37
a 65 449 86
a 65 4905 89
a 65 4193 64
a 65 4426 68
a 65 4 93
a 65 614 32
a 65 18468 26
a 65 17425 59
a 65 247 66
a 65 21175 79
a 65 125 78
a 65 18441 28
a 65 14981 37
a 65 99 82
a 65 4673 95
a 65 377 74
a 65 18436 82
a 65 14647 82
a 65 3453 21
a 65 28935 98
a 65 24635 26
a 65 26770 24
a 65 10245 97
a 65 4105 91
a 65 1072 71
a 65 20740 46
a 65 9137 13
a 65 3341 48
a 65 8779 53
a 65 10870 19
a 65 22067 57
a 65 26221 72
a 65 9619 80
a 65 19473 20
a 65 28873 1
a 65 6329 84
a 65 6025 92
a 65 11610 44
a 65 16929 16
a 65 10323 62
a 65 26130 45
a 65 7256 97
a 65 40 90
a 65 11412 1
a 65 8267 20
a 65 159 97
a 65 1845 39
a 65 21514 62
a 65 16940 80
a 65 8835 57
a 65 5609 91
a 65 1377 99
a 65 16956 63
a 65 521 91
a 65 4626 6
a 65 26657 69
a 65 18865 80
a 65 407 70
a 65 2693 70
a 65 16599 35
a 65 8725 82
a 65 803 84
a 65 5178 70
a 65 3912 91
a 65 15732 72
a 65 1623 56
a 65 8194 66
a 65 7220 65
a 65 2764 48
a 65 9763 47
a 65 10406 34
a 65 27811 59
a 65 24596 5
a 65 170 62
a 65 1228 23
a 65 12925 81
a 65 4101 91
a 65 152 40
a 65 3795 30
a 65 23117 67
a 65 3346 96
a 65 10155 80
a 65 2705 90
a 65 14429 34
a 65 18584 63
a 65 8394 21
a 65 3266 14
a 65 17433 92
a 65 15202 91
a 65 1565 39
a 65 2853 5
a 65 4245 14
a 65 8362 14
a 65 3457 28
a 65 5633 85
a 65 1038 57
a 65 9097 47
a 65 22073 51
a 65 12422 98
a 65 20737 61
a 65 4634 66
a 65 1090 72
a 65 11044 60
a 65 5125 53
a 65 29121 42
a 65 16706 92
a 65 2322 56
a 65 16835 56
a 65 101 95
a 65 17958 8
a 65 25613 19
a 65 2789 50
a 65 10910 58
a 65 4653 88
a 65 273 95
a 65 350 4
a 65 8249 96
a 65 25635 27
a 65 8392 53
a 65 20497 84
a 65 2305 86
a 65 2851 16
a 65 1589 83
a 65 14627 45
a 65 8803 84
a 65 4386 88
a 65 1119 2
a 65 25098 80
a 65 617 11
a 65 11393 13
a 65 4249 60
a 65 17448 58
a 65 16627 27
a 65 18946 35
a 65 21325 48
a 65 1106 76
a 65 1361 7
a 65 19669 63
a 65 21635 95
a 65 2839 72
a 65 2061 94
a 65 407 88
a 65 1033 97
a 65 4897 41
a 65 18957 38
a 65 16417 77
a 65 8902 84
a 65 701 73
a 65 147 58
a 65 5162 48
a 65 4953 40
a 65 16499 41
a 65 2058 65
a 65 6411 93
a 65 18402 36
a 65 5638 20
a 65 362 94
a 65 13392 41
a 65 17674 0
a 65 13329 91
a 65 567 49
a 65 4746 37
a 65 5147 0
a 65 1065 75
a 65 21604 1
a 65 14754 96
a 65 18569 76
a 65 6217 3
a 65 12805 35
a 65 21013 7
a 65 787 30
a 65 2579 83
a 65 25700 45
a 65 155 70
a 65 26835 68
a 65 4125 36
a 65 8555 64
a 65 3099 86
a 65 9219 77
a 65 18313 88
a 65 24652 85
a 65 4134 63
a 65 18578 45
a 65 8205 72
a 65 3727 79
a 65 6153 86
a 65 7035 31
a 65 5143 76
a 65 797 63
a 65 12437 41
a 65 1189 69
a 65 27 16
a 65 24635 53
a 65 2609 45
a 65 26755 35
a 65 9294 65
a 65 546 79
a 65 8306 36
a 65 16674 18
a 65 2897 43
a 65 1985 88
a 65 1861 27
a 65 11649 65
a 65 1102 30
a 65 14674 32
a 65 11559 25
a 65 478 60
a 65 9250 37
a 65 12812 20
a 65 7748 65
a 65 483 88
a 65 14597 4
a 65 13834 90
a 65 9412 36
a 65 5340 67
a 65 6490 33
a 65 6278 89
a 65 5382 92
a 65 17346 7
a 65 4150 14
a 65 6324 48
a 65 16390 23
a 65 19599 23
a 65 1766 51
a 65 14753 44
a 65 4134 73
a 65 25858 17
a 65 16389 89
a 65 11042 21
a 65 4371 21
a 65 122 41
a 65 369 48
a 65 8881 10
a 65 5769 62
a 65 9758 66
a 65 1124 95
a 65 292 30
a 65 12807 47
a 65 9017 92
a 65 2125 82
a 65 17446 3
a 65 7307 17
a 65 644 58
a 65 20517 74
a 65 8805 17
a 65 8265 91
a 65 26794 41
a 65 9283 84
a 65 5675 75
a 65 3171 85
a 65 17665 38
a 65 14146 61
a 65 1145 91
a 65 8807 13
a 65 2081 92
a 65 18433 81
a 65 19970 17
a 65 3233 56
a 65 19457 46
a 65 4249 64
a 65 16438 72
a 65 29297 88
a 65 8453 33
a 65 8780 34
a 65 2051 96
a 65 19381 2
a 65 25217 49
a 65 17089 19
a 65 16533 50
a 65 16723 72
a 65 8347 59
a 65 3137 28
a 65 3489 30
a 65 20571 79
a 65 7811 12
a 65 4151 45
a 65 4801 94
a 65 4255 69
a 65 1290 52
a 65 20745 81
a 65 8290 53
a 65 5273 91
a 65 770 96
a 65 293 58
a 65 12962 56
a 65 17476 11
a 65 7382 69
a 65 25 84
a 65 4209 78
a 65 14402 52
a 65 21636 77
a 65 25145 16
a 65 2287 52
a 65 2936 31
a 65 2987 23
a 65 4829 15
a 65 12317 55
a 65 354 38
a 65 1289 70
a 65 9615 12
a 65 3027 34
a 65 9223 78
a 65 2237 53
a 65 16979 83
a 65 6691 54
a 65 1702 19
a 65 18617 21
a 65 1555 49
a 65 21796 75
a 65 19 98
a 65 4309 5
a 65 1089 86
a 65 18965 50
a 65 20617 89
a 65 43 96
a 65 9121 85
a 65 4897 66
a 65 21579 24
a 65 24646 78
a 65 8299 95
a 65 4741 66
a 65 535 42
a 65 10306 79
a 65 3151 71
a 65 8593 75
a 65 8385 75
a 65 16462 35
a 65 1390 96
a 65 1489 61
a 65 2721 67
a 65 10777 55
a 65 10707 45
a 65 8399 7
a 65 9476 29
a 65 28881 67
a 65 252 5
a 65 8810 25
a 65 301 56
a 65 826 27
a 65 19998 6
a 65 2247 66
a 65 28987 10
a 65 1959 76
a 65 4899 32
a 65 9222 90
a 65 6422 27
a 65 1670 40
a 65 93 59
a 65 11424 52
a 65 1606 45
a 65 17935 25
a 65 16962 88
a 65 24586 68
a 65 17673 63
a 65 1435 31
a 65 22785 48
a 65 5396 59
a 65 1829 58
a 65 1071 78
a 65 18601 70
a 65 10344 53
a 65 9091 58
a 65 8753 5
a 65 4220 25
a 65 6250 87
a 65 25001 56
a 65 4098 81
a 65 17817 62
a 65 24839 58
a 65 900 50
a 65 16451 72
a 65 8515 86
a 65 580 83
a 65 9987 58
a 65 16681 69
a 65 20517 99
a 65 8898 20
a 65 21269 70
a 65 17556 73
a 65 8239 94
a 65 8212 81
a 65 149 73
a 65 275 74
a 65 357 59
a 65 28471 14
a 65 8326 11
a 65 1544 21
a 65 2049 97
a 65 18470 49
a 65 4425 34
a 65 20993 54
a 65 18529 45
a 65 5038 2
a 65 641 88
a 65 8425 33
a 65 1138 61
a 65 1571 48
a 65 4713 58
a 65 21986 33
a 65 2233 25
a 65 526 57
a 65 1108 10
a 65 4109 81
a 65 13324 30
a 65 27729 79
a 65 10248 88
a 65 4577 93
a 65 522 90
a 65 814 69
a 65 8595 72
a 65 4298 54
a 65 8628 13
a 65 5182 38
a 65 7479 59
a 65 10650 2
a 65 18517 43
a 65 21569 90
a 65 8709 11
a 65 19603 68
a 65 26370 49
a 65 6689 15
a 65 6177 88
a 65 15365 92
a 65 20533 7
a 65 2818 20
a 65 12359 97
a 65 5129 97
a 65 9620 88
a 65 723 47
a 65 1857 85
a 65 2090 18
a 65 26565 70
a 65 10457 37
a 65 2576 4
a 65 11074 78
a 65 8344 96
a 65 8797 37
a 65 15021 80
a 65 906 79
a 65 241 74
a 65 102 17
a 65 9736 95
a 65 16744 35
a 65 8465 46
a 65 2392 93
a 65 11585 3
a 65 1962 61
a 65 1032 72
a 65 1430 78
a 65 14535 34
a 65 8548 71
a 65 9745 9
a 65 178 78
a 65 21627 74
a 65 6274 35
a 65 5906 26
a 65 6261 64
a 65 16532 27
a 65 403 96
a 65 20999 91
a 65 1962 80
a 65 5193 2
a 65 16644 56
a 65 9233 96
a 65 1331 36
a 65 4684 32
a 65 15261 91
a 65 20646 83
a 65 20166 28
a 65 28946 13
a 65 18765 74
a 65 622 97
a 65 761 54
a 65 16900 71
a 65 12903 55
a 65 6230 67
a 65 13382 61
a 65 3333 27
a 65 3101 11
a 65 18309 55
a 65 9995 72
a 65 22561 11
a 65 1825 16
a 65 20691 57
a 65 8580 84
a 65 28713 31
a 65 323 90
a 65 2387 92
a 65 11047 24
a 65 21126 36
a 65 5394 13
a 65 16465 38
a 65 1700 30
a 65 16815 4
a 65 615 74
a 65 15170 31
a 65 24065 47
a 65 12308 8
a 65 12309 41
a 65 1105 65
a 65 681 63
a 65 6301 97
a 65 8213 95
a 65 5964 93
a 65 12626 52
a 65 16647 74
a 65 13521 98
a 65 259 96
a 65 26249 89
a 65 16721 70
a 65 8747 71
a 65 2838 61
a 65 628 77
a 65 22699 21
a 65 2983 79
a 65 4369 7
a 65 2309 62
a 65 644 72
a 65 27201 0
a 65 16993 50
a 65 5443 87
a 65 648 62
a 65 17685 57
a 65 6305 84
a 65 9363 7
a 65 14673 30
a 65 3586 7
a 65 20503 51
a 65 4756 40
a 65 3714 39
a 65 2101 53
a 65 13634 74
a 65 4912 85
a 65 13839 84
a 65 14443 19
a 65 3841 95
a 65 6721 93
a 65 17642 77
a 65 17027 77
a 65 3334 7
a 65 16484 35
a 65 12956 48
a 65 10003 67
a 65 24582 13
a 65 11266 30
a 65 4327 62
a 65 4533 93
a 65 525 85
a 65 16898 43
a 65 2606 66
a 65 2631 69
a 65 408 98
a 65 9297 67
a 65 5955 85
a 65 20754 7
a 65 11 87
a 65 7557 31
a 65 2307 82
a 65 176 66
a 65 19510 61
a 65 12610 50
a 65 11300 1
a 65 25641 70
a 65 8395 86
a 65 6387 86
a 65 16519 86
a 65 24740 17
a 65 24709 74
a 65 16405 75
a 65 8073 34
a 65 5189 41
a 65 5190 70
a 65 4187 96
a 65 6754 50
a 65 13456 71
a 65 1027 79
a 65 19486 23
a 65 2207 37
a 65 10756 47
a 65 22689 50
a 65 16414 10
a 65 8843 81
a 65 12867 11
a 65 4635 16
a 65 4649 87
a 65 2063 13
a 65 9012 43
a 65 17923 30
a 65 28977 86
a 65 16674 77
a 65 625 38
a 65 17731 32
a 65 2314 94
a 65 216 42
a 65 5986 13
a 65 12889 96
a 65 21162 44
a 65 775 27
a 65 776 34
a 65 21896 38
a 65 9090 25
a 65 10241 67
a 65 4997 47
a 65 16427 55
a 65 20482 85
a 65 18689 50
a 65 6659 49
a 65 202 70
a 65 18787 72
a 65 18209 54
a 65 8890 86
a 65 19745 67
a 65 20785 19
a 65 7308 97
a 65 18139 83
a 65 9735 50
a 65 1643 38
a 65 8069 54
a 65 7561 0
a 65 74 97
a 65 9427 20
a 65 10258 56
a 65 2567 68
a 65 8577 63
a 65 1927 55
a 65 2377 59
a 65 30724 44
a 65 3092 62
a 65 779 27
a 65 4473 81
a 65 2695 80
a 65 679 53
a 65 29287 55
a 65 279 84
a 65 5229 83
a 65 36 71
a 65 545 99
a 65 12485 24
a 65 6213 97
a 65 5515 92
a 65 418 10
a 65 827 35
a 65 1312 82
a 65 17871 18
a 65 583 15
a 65 4759 42
a 65 9281 66
a 65 215 69
a 65 4958 45
a 65 8349 50
a 65 11297 62
a 65 3521 94
a 65 7915 44
a 65 8449 81
a 65 7237 22
a 65 10119 30
a 65 22533 79
a 65 10276 89
a 65 9936 76
a 65 278 59
a 65 16973 5
a 65 17552 42
a 65 16545 63
a 65 13979 87
a 65 17675 37
a 65 10883 3
a 65 2315 31
a 65 8453 61
a 65 173 50
a 65 17540 34
a 65 11309 48
a 65 30343 18
a 65 1107 58
a 65 609 49
a 65 5938 22
a 65 6183 11
a 65 2331 39
a 65 1811 52
a 65 27211 10
a 65 25869 88
a 65 24751 76
a 65 7737 86
a 65 26634 27
a 65 3100 15
a 65 29397 36
a 65 20748 8
a 65 2369 95
a 65 20529 88
a 65 13093 30
a 65 10305 99
a 65 17217 2
a 65 9251 38
a 65 4706 89
a 65 21909 89
a 65 4392 63
a 65 16746 51
a 65 4373 86
a 65 6441 88
a 65 9353 70
a 65 2063 28
a 65 589 81
a 65 10465 23
a 65 3603 80
a 65 2482 54
a 65 20 58
a 65 5978 82
a 65 8259 83
a 65 341 31
a 65 27 44
a 65 3214 93
a 65 4613 52
a 65 186 46
a 65 3201 48
a 65 8728 28
a 65 145 90
a 65 4385 64
a 65 20609 94
a 65 10341 20
a 65 4115 82
a 65 16646 54
a 65 1210 10
a 65 6523 68
a 65 6925 37
a 65 1155 68
a 65 26727 29
a 65 7041 73
a 65 7179 1
a 65 1933 27
a 65 12465 57
a 65 5123 98
a 65 365 39
a 65 14442 79
a 65 10669 71
a 65 1885 0
a 65 21019 67
a 65 23343 88
a 65 8326 79
a 65 10017 43
a 65 3193 89
a 65 6915 73
a 65 184 91
a 65 2404 55
a 65 18464 94
a 65 8734 26
a 65 8293 99
a 65 269 89
a 65 2052 95
a 65 8851 10
a 65 653 43
a 65 17415 76
a 65 63 25
a 65 147 71
a 65 5131 91
a 65 1616 61
a 65 17413 71
a 65 16388 87
a 65 785 56
a 65 4305 92
a 65 26931 48
a 65 13069 35
a 65 21358 54
a 65 7515 21
a 65 20482 92
a 65 1160 14
a 65 31233 9
a 65 554 81
a 65 136 38
a 65 2681 39
a 65 17 94
a 65 650 40
a 65 3078 32
a 65 11202 18
a 65 16683 84
a 65 2145 65
a 65 2145 88
a 65 16978 54
a 65 24140 11
a 65 17585 53
a 65 5494 39
a 65 26709 34
a 65 324 86
a 65 8757 85
a 65 16553 98
a 65 8245 95
a 65 3524 59
a 65 662 60
a 65 5170 80
a 65 8489 58
a 65 4182 71
a 65 20994 65
a 65 4249 85
a 65 4275 88
a 65 2811 30
a 65 3271 2
a 65 8208 96
a 65 20535 25
a 65 7204 77
a 65 12807 67
a 65 16425 61
a 65 1609 51
a 65 24666 26
a 65 24711 71
a 65 8282 65
a 65 891 49
a 65 12354 91
a 65 6763 10
a 65 10451 66
a 65 2583 41
a 65 122 47
a 65 17154 9
a 65 24855 36
a 65 1835 95
a 65 9858 92
a 65 4633 25
a 65 10401 29
a 65 6185 63
a 65 85 87
a 65 16482 60
a 65 21776 82
a 65 2152 31
a 65 25257 39
a 65 8390 40
a 65 4139 64
a 65 27009 53
a 65 16257 95
a 65 8833 99
a 65 2691 47
a 65 529 91
a 65 1229 6
a 65 4105 96
a 65 23564 39
a 65 12405 96
a 65 21777 59
a 65 27137 1
a 65 26171 18
a 65 2105 90
a 65 2819 50
a 65 6161 38
a 65 697 29
a 65 9503 10
a 65 20849 1
a 65 26116 71
a 65 10377 10
a 65 14343 47
a 65 28771 67
a 65 26821 54
a 65 935 47
a 65 11304 14
a 65 494 33
a 65 8651 65
a 65 12419 87
a 65 9489 87
a 65 16843 56
a 65 19969 87
a 65 527 72
a 65 14433 93
a 65 8196 98
a 65 8259 89
a 65 6680 60
a 65 1153 96
a 65 9283 98
a 65 1080 72
a 65 12365 76
a 65 25437 1
a 65 20933 7
a 65 6263 85
a 65 5389 70
a 65 3684 73
a 65 12070 52
a 65 9549 99
a 65 12301 42
a 65 13825 26
a 65 24755 70
a 65 17682 66
a 65 24655 51
a 65 2574 31
a 65 14873 12
a 65 276 96
a 65 9058 74
a 65 1921 35
a 65 4643 39
a 65 9667 79
a 65 6799 50
a 65 12817 55
a 65 8577 88
a 65 14884 80
a 65 2311 4
a 65 274 97
a 65 4194 48
a 65 37 76
a 65 9171 27
a 65 10253 73
a 65 16401 86
a 65 18673 70
a 65 3185 55
a 65 9013 83
a 65 20735 51
a 65 2143 64
a 65 1124 97
a 65 18722 29
a 65 10739 65
a 65 4883 42
a 65 3331 73
a 65 6199 24
a 65 2089 87
a 65 17431 88
a 65 5774 92
a 65 17042 82
a 65 1181 30
a 65 1801 33
a 65 664 65
a 65 1074 48
a 65 2391 81
a 65 4137 5
a 65 12551 38
a 65 17554 52
a 65 4487 24
a 65 1211 95
a 65 16650 93
a 65 91 77
a 65 4237 42
a 65 2797 23
a 65 1066 54
a 65 17681 19
a 65 16817 68
a 65 4453 91
a 65 25103 91
a 65 567 95
a 65 6253 71
a 65 9393 15
a 65 21519 56
a 65 7765 36
a 65 30753 96
a 65 14898 73
a 65 29698 22
a 65 590 9
a 65 4142 63
a 65 14342 36
a 65 1195 17
a 65 18706 26
a 65 2377 68
a 65 23729 10
a 65 4097 99
a 65 2067 76
a 65 24597 98
a 65 18421 34
a 65 459 39
a 65 2311 60
a 65 293 93
a 65 1815 34
a 65 19731 6
a 65 10055 28
a 65 839 35
a 65 9442 20
a 65 21137 20
a 65 22596 11
a 65 1288 47
a 65 105 75
a 65 30209 86
a 65 4515 54
a 65 8594 89
a 65 26376 66
a 65 18468 62
a 65 5307 84
a 65 6 99
a 65 1523 90
a 65 2614 41
a 65 1036 25
a 65 2402 0
a 65 16507 14
a 65 23282 9
a 65 278 83
a 65 31241 72
a 65 11302 19
a 65 3110 53
a 65 17154 12
a 65 4353 92
a 65 21170 95
a 65 1473 90
a 65 12 96
a 65 7187 68
a 65 2162 57
a 65 4194 52
a 65 12316 41
a 65 9810 47
a 65 10550 45
a 65 10281 41
a 65 22100 8
a 65 423 29
a 65 16503 42
a 65 13825 63
a 65 10403 11
a 65 12673 96
a 65 2058 94
a 65 10115 74
a 65 5586 59
a 65 806 74
a 65 1601 83
a 65 10766 81
a 65 15495 26
a 65 897 78
a 65 8386 71
a 65 20612 22
a 65 12883 59
a 65 332 91
a 65 4749 19
a 65 5665 14
a 65 30764 50
a 65 17675 70
a 65 19005 0
a 65 5733 73
a 65 16449 59
a 65 3371 36
a 65 17705 36
a 65 16430 90
a 65 14481 51
a 65 6755 70
a 65 18809 36
a 65 11352 76
a 65 10280 83
a 65 23598 65
a 65 20611 92
a 65 11283 92
a 65 453 73
a 65 13350 20
a 65 16475 1
a 65 6150 63
a 65 12295 75
a 65 8202 61
a 65 8719 49
a 65 555 95
a 65 22497 23
a 65 20741 40
a 65 2673 39
a 65 5625 27
a 65 17229 89
a 65 2339 74
a 65 12945 0
a 65 16391 79
a 65 13737 40
a 65 5297 67
a 65 1323 97
a 65 610 63
a 65 4308 10
a 65 18465 82
a 65 11955 92
a 65 16412 48
a 65 9409 4
a 65 24737 42
a 65 30722 93
a 65 9746 19
a 65 4098 93
a 65 25891 58
a 65 19169 4
a 65 6490 79
a 65 8209 88
a 65 16897 79
a 65 16515 55
a 65 4597 73
a 65 23413 74
a 65 16678 94
a 65 8549 80
a 65 17428 6
a 65 10949 19
a 65 18435 73
a 65 757 67
a 65 12981 78
a 65 29 83
a 65 22597 72
a 65 6691 70
a 65 819 92
a 65 4033 16
a 65 16422 94
a 65 1320 85
a 65 14565 91
a 65 108 84
a 65 23625 99
a 65 8711 84
a 65 1795 87
a 65 5284 50
a 65 17586 82
a 65 5673 13
a 65 3477 16
a 65 1350 97
a 65 17539 75
a 65 2579 88
a 65 1032 95
a 65 16739 35
a 65 7337 47
a 65 6156 28
a 65 14546 22
a 65 79 73
a 65 10053 97
a 65 16642 98
a 65 6196 91
a 65 2725 89
a 65 64 72
a 65 6705 79
a 65 9248 84
a 65 25101 81
a 65 282 45
a 65 6502 80
a 65 544 26
a 65 3128 50
a 65 10497 88
a 65 3129 64
a 65 897 79
a 65 1335 75
a 65 7428 55
a 65 12982 95
a 65 9738 62
a 65 11647 8
a 65 26713 54
a 65 30731 5
a 65 2251 90
a 65 16419 19
a 65 825 86
a 65 4241 72
a 65 22801 66
a 65 8391 77
a 65 20613 45
a 65 16793 2
a 65 20785 48
a 65 16449 84
a 65 4430 88
a 65 23886 71
a 65 722 31
a 65 10532 26
a 65 782 10
a 65 10179 31
a 65 3545 10
a 65 2845 21
a 65 17040 16
a 65 3348 2
a 65 9763 50
a 65 1241 93
a 65 6977 23
a 65 8755 87
a 65 3877 90
a 65 10 97
a 65 2055 97
a 65 8806 31
a 65 21507 46
a 65 3491 47
a 65 10307 70
a 65 4165 94
a 65 5659 83
a 65 19465 65
a 65 655 18
a 65 6434 71
a 65 7173 71
a 65 2077 62
a 65 18533 17
a 65 9238 91
a 65 13369 45
a 65 1545 80
a 65 1303 69
a 65 5049 81
a 65 12334 72
a 65 21519 89
a 65 5126 96
a 65 9813 88
a 65 8585 75
a 65 21797 36
a 65 17922 16
a 65 1170 42
a 65 12550 78
a 65 14229 71
a 65 17689 68
a 65 14465 62
a 65 4255 89
a 65 6561 79
a 65 4774 84
a 65 2324 83
a 65 12331 79
a 65 6921 54
a 65 7202 98
a 65 8545 18
a 65 5959 15
a 65 23 98
a 65 1176 45
a 65 2123 93
a 65 1819 78
a 65 9158 68
a 65 18723 83
a 65 1139 84
a 65 653 67
a 65 1300 16
a 65 10369 94
a 65 4240 37
a 65 11421 46
a 65 9413 21
a 65 6626 83
a 65 20769 64
a 65 25633 32
a 65 20571 90
a 65 5409 86
a 65 1123 47
a 65 11289 83
a 65 1830 94
a 65 12450 28
a 65 9486 85
a 65 21762 30
a 65 2318 68
a 65 21137 94
a 65 1546 14
a 65 9517 72
a 65 12554 63
a 65 5007 89
a 65 2381 3
a 65 24603 69
a 65 25691 24
a 65 9232 67
a 65 11906 91
a 65 4377 70
a 65 5390 82
a 65 5249 66
a 65 17157 11
a 65 582 10
a 65 14373 40
a 65 7251 72
a 65 6275 87
a 65 5749 32
a 65 8488 8
a 65 11457 89
a 65 3221 74
a 65 17177 21
a 65 9308 73
a 65 4201 93
a 65 9292 32
a 65 605 73
a 65 8721 45
a 65 22342 31
a 65 22582 90
a 65 5640 88
a 65 18498 36
a 65 2182 38
a 65 8762 40
a 65 16529 54
a 65 19497 36
a 65 9409 26
a 65 4177 91
a 65 16673 40
a 65 18691 72
a 65 21505 80
a 65 12403 47
a 65 10362 73
a 65 260 86
a 65 7427 9
a 65 310 2
a 65 10897 86
a 65 5585 91
a 65 566 13
a 65 11302 98
a 65 32 57
a 65 22691 21
a 65 8267 56
a 65 10298 90
a 65 5713 59
a 65 25546 24
a 65 146 95
a 65 21131 42
a 65 14618 30
a 65 1113 77
a 65 18448 12
a 65 5378 69
a 65 292 38
a 65 8381 46
a 65 361 51
a 65 3205 77
a 65 2323 84
a 65 22882 13
a 65 6258 17
a 65 2208 36
a 65 16481 57
a 65 2953 34
a 65 11875 90
a 65 12802 27
a 65 17994 90
a 65 121 62
a 65 5147 95
a 65 21618 98
a 65 8625 90
a 65 21399 41
a 65 8262 81
a 65 4235 51
a 65 1157 86
a 65 5174 45
a 65 9109 13
a 65 16424 77
a 65 13608 77
a 65 1055 70
a 65 8549 90
a 65 4637 25
a 65 5209 71
a 65 16394 25
a 65 13363 42
a 65 8345 74
a 65 3236 87
a 65 12578 71
a 65 2421 67
a 65 26544 30
a 65 14 83
a 65 27846 13
a 65 2858 82
a 65 17809 55
a 65 11009 79
a 65 20550 80
a 65 16554 17
a 65 21564 94
a 65 20291 15
a 65 4901 6
a 65 8661 88
a 65 3635 36
a 65 2111 87
a 65 19237 66
a 65 17474 53
a 65 658 40
a 65 20582 83
a 65 16608 21
a 65 22738 28
a 65 12674 76
a 65 7478 76
a 65 19459 93
a 65 30862 19
a 65 6434 83
a 65 2947 43
a 65 5013 73
a 65 4491 63
a 65 24658 56
a 65 4932 63
a 65 1582 58
a 65 9219 90
a 65 6292 52
a 65 16457 67
a 65 721 85
a 65 22761 53
a 65 18539 83
a 65 10563 96
a 65 17025 18
a 65 14630 43
a 65 19457 61
a 65 16659 44
a 65 222 93
a 65 13597 88
a 65 25689 82
a 65 18066 28
a 65 25089 96
a 65 1025 98
a 65 1411 94
a 65 703 86
a 65 585 97
a 65 18472 91
a 65 29307 48
a 65 802 59
a 65 10821 29
a 65 28305 98
a 65 16976 39
a 65 16983 98
a 65 19750 56
a 65 2214 23
a 65 6636 42
a 65 13577 25
a 65 2594 85
a 65 434 56
a 65 27234 2
a 65 9067 50
a 65 8340 20
a 65 10873 70
a 65 1057 73
a 65 201 64
a 65 2260 11
a 65 21789 57
a 65 25903 3
a 65 6503 6
a 65 929 89
a 65 18478 72
a 65 453 79
a 65 22049 73
a 65 8288 6
a 65 27145 28
a 65 10693 69
a 65 2308 99
a 65 1705 76
a 65 4634 68
a 65 12513 43
a 65 21122 89
a 65 6285 93
a 65 8837 67
a 65 24901 34
a 65 2077 86
a 65 11401 6
a 65 29185 33
a 65 3077 40
a 65 24706 90
a 65 5130 94
a 65 12332 73
a 65 20753 62
a 65 27395 40
a 65 29961 54
a 65 4623 99
a 65 19844 12
a 65 4998 9
a 65 12305 91
a 65 1170 78
a 65 1292 87
a 65 20233 67
a 65 44 93
a 65 8995 9
a 65 22098 99
a 65 16673 49
a 65 9090 77
a 65 17486 17
a 65 4237 79
a 65 19536 65
a 65 4595 0
a 65 20485 95
a 65 9905 95
a 65 6155 86
a 65 8485 56
a 65 16779 35
a 65 6913 61
a 65 4204 63
a 65 30221 44
a 65 8452 84
a 65 5186 86
a 65 8369 67
a 65 13390 57
a 65 4723 21
a 65 12666 16
a 65 16417 83
a 65 2180 71
a 65 4722 33
a 65 3143 67
a 65 3241 95
a 65 3130 14
a 65 1071 90
a 65 553 91
a 65 20225 36
a 65 8461 6
a 65 10765 61
a 65 22019 11
a 65 2181 98
a 65 17701 55
a 65 2683 6
a 65 3226 23
a 65 25710 4
a 65 8851 43
a 65 12497 53
a 65 2887 98
a 65 8713 78
a 65 22807 83
a 65 24596 42
a 65 16882 26
a 65 10309 2
a 65 165 95
a 65 104 37
a 65 13346 98
a 65 2577 66
a 65 1613 3
a 65 10541 57
a 65 12609 97
a 65 25172 82
a 65 59 92
a 65 8223 71
a 65 4914 86
a 65 9475 15
a 65 616 75
a 65 7188 90
a 65 1027 88
a 65 14466 55
a 65 3731 27
a 65 1665 74
a 65 609 79
a 65 19299 83
a 65 25245 83
a 65 8419 27
a 65 2635 21
a 65 16675 59
a 65 1434 46
a 65 8297 7
a 65 17953 70
a 65 10241 89
a 65 17155 42
a 65 7684 66
a 65 10609 42
a 65 7458 19
a 65 8302 76
a 65 5239 38
a 65 4994 83
a 65 5519 2
a 65 20993 71
a 65 12801 5
a 65 769 73
a 65 4678 34
a 65 9291 94
a 65 2397 12
a 65 6409 33
a 65 28692 66
a 65 2723 7
a 65 28690 66
a 65 20865 78
a 65 16520 28
a 65 30946 77
a 65 25652 49
a 65 8227 61
a 65 6531 4
a 65 7555 99
a 65 903 36
a 65 16929 92
a 65 3653 44
a 65 20488 15
a 65 8717 38
a 65 9762 66
a 65 27819 26
a 65 17473 25
a 65 18461 88
a 65 25627 30
a 65 804 51
a 65 9377 70
a 65 8284 68
a 65 3108 14
a 65 2233 52
a 65 6184 97
a 65 4551 70
a 65 4770 80
a 65 19465 66
a 65 291 92
a 65 12786 32
a 65 24965 7
a 65 1703 65
a 65 1084 54
a 65 887 70
a 65 18177 40
a 65 26960 69
a 65 12308 47
a 65 1941 8
a 65 9249 97
a 65 11555 93
a 65 16474 58
a 65 782 77
a 65 25620 47
a 65 25100 51
a 65 17541 0
a 65 9483 58
a 65 5372 27
a 65 4358 67
a 65 1428 54
a 65 12511 98
a 65 4697 43
a 65 25650 67
a 65 1603 99
a 65 18757 91
a 65 4465 80
a 65 15108 91
a 65 1494 42
a 65 2193 78
a 65 10278 52
a 65 18581 69
a 65 3681 87
a 65 695 68
a 65 226 91
a 65 11649 76
